text,hard_label,model_answer
"<user> <user> <user> Do you not realize that being against ccp is anti fascist action？and supporting #BlackLivesMatter doesnt mean theyre antifa, google is literally right there",0, 0                    
<user> George Floyd???? You didnt even know the man existed until a couple weeks ago - and if you did you wouldnt have given a shit about him Morgan!!!! He wasnt ever gonna be in your social circle was he?? Let the poor man rip and his family grieve!!!,1, 1                    
"Even Biggie said don’t wish death on anybody, there’s no coming back from that. I see ""wait til they catch Covid"" with laugh emojis at least 10x a day on here to 100k+ likes people need to grow the fuck up you’re the problem too pussy",1, 1                    
The Trump administration is so twisted and corrupt it makes one want to cry for our country. Instead I will VOTE... MASK UP and VOTE🇺🇸🇺🇸🇺🇸,1, 1                    
"<user> <user> <user> <user> <user> The greatest cover-up from WW2 was the Serbian Holocaust where over 700,000 Serbs, 40,000s Roma and 30,000 Jews were massacred by the Croatian Ustaše.  Here's Biden turning the tables on Serbs in the US senate manufacturing public consent during the 90s. #Jasenovac <url>",0, 0                    
"Un-fucking-believable.   Regardless of the meaning of the statue, no member of parliament should ever praise or worse still, promote acts of criminal vandalism.   Your job is literally to democratically in parliament to do this kind of work, not encourage mobs to do it for you!",1, 1                    
<user> <user> Nothing scarier than a Communist.,0, 1                    
"So essentially his original base... the angry, uneducated, inbred racists.",1, 1                    
<user> <user> <user> Not so fast! We see you. Cheaters!,0, 1                    
"The Chartered Institute of Journalists condemns what it describes as ""the outrageous arrest"" of a CNN news crew covering the protests in Minneapolis, USA following the death of George Floyd.",0, 0                    
"<user> I guess <user> wasn't paying attention when <user> sent federal marshals out to kill an ""innocent until proven guilty"" US citizen extrajudicially.  Mikey, kindly shut the fuck up, you sociopath.",1, 1                    
"<user> <user> <user> <user> <user> I'm not white, and it certainly is not.",0, 1                    
I really hate hypocrisy. Seems fitting for my first tweet ever.,0, 0                    
<user> Go back to your basement Biden!!!!You are NOT going to be president!!! Trump 2020 MAGA &amp; freedom!!!!,0, 1                    
"<user> <user> <user> <user> <user> <user> <user> No one makes this war religious. Azerbaijan is supported by Christian Georgia ans Christian Ukraine whereas Christian Armenia is supported by Iran, Lebanon and other countries like that.",0, 0                    
Nigeria: Muslim cleric says coronavirus is punishment from Allah for homosexuality and adultery <url>,0, 1                    
<user> <user> <user> Did anybody check Trumps asshole for ultraviolet light probe???,1, 1                    
What a good doggo. <url>,0, 0                    
Treason by TRAITORS,1, 1                    
"<user> Umm...you will still be President for Thanksgiving and Christmas.   And we ALREADY MISSED graduations weddings,  fourth of July and FUNERALS.   This is currently YOUR PRESIDENCY.   #VoteHimOut2020  #VoteBiden",0, 1                    
"<user> <user> <user> Imperfect? He was actively living a criminal lifestyle.  DON'T live a criminal lifestyle and that will dramatically lower your encounters with law enforcement, black white or brown.    And this George Floyd godlike worship is over the top. He was a criminal THUG.",0, 1                    
BLACK LIVES MATTER! They have been mistreated for so many years. They don’t deserve this kind of treatment from anyone. They don’t deserve this kind of injustice. #BlackLivesMatter <url>,0, 0                    
"<user> <user> <user> That's too shallow my brother, as much as we need to respect the dead, images like these will help awaken more SAns to how dangerous we have become as men in SA. Had it not been for the video &amp; the words from George Floyd, the world wouldn't have stood up as it did.",0, 0                    
<user> The melting pot is bubbling over #blacklivesmatter  #FlushTheTurdNov3rd  #racist #DerangedDonald #ImbecileIdiotMoronInChief,1, 1                    
<user> <user> <user> <user> Making America the laughing stock of the world.  Coarsening politics with his petty and absurd name calling and temper tantrums.  Lying to the American people daily.  Intentionally lying about the lethality of Covid-19. In his own words. It’s on tape.  And so much more.,0, 1                    
Why did they even open in the first place?!   Get me out of America. We're all doomed here cause no one is taking this seriously.,0, 1                    
"Bob Kroll ""I’m such a fucking pendejo"" MPR ""Some say Lt. Kroll is a colossal pendejo, some do not."" <url>",1, 1                    
"<user> The DNC got over a billion in donations, and you're looking for more?  Greedy bastards!",1, 1                    
"<user> <user> <user> The thing is, polls don’t mean shit - polling works on ""likely voters who voted in 2016 &amp; 2012"" It doesn’t take into account new voter registration - of which Dems are outstripping Reps almost 2-1 in every state",0, 0                    
"<user> Because of your inaction, 18 people have died of COVID and 263 people in MY COUNTY ALONE have it. I cannot say I will be voting for you in your next election. #DeSantisBetrayedFlorida",0, 1                    
<user> <user> What about this bunch spitting in the face of and attacking innocent women? <url>,0, 1                    
So Trump lies about it and the Cult drinks it in !,0, 1                    
Coronavirus is not over. Trump didn’t beat it. He’s denying it and people are dying because of it.  <url>,0, 1                    
<user> <user> <user> All lies....these are anarchists looking for a fight....antifa...&amp; immature soy boy man-bun wearing brats....who just want to start trouble &amp; who will be destroying minority communities just because....it has NOTHING to do with George Floyd.  But you already know this...,0, 1                    
this is what joggers are rioting over thanks for redpilling millions of white people though,1, 1                    
"Poor AOC, she knows she's done. What a pitiful hate filled creature she must be. <url>",1, 1                    
<user> You’re a cuck to NYPD #protest2020 #BlackLivesMatter,1, 1                    
<user> <user> <user> <user> and of course George Floyd did nothing  and if u think he did you are just being blinded by racim,0, 1                    
People are burning down the country and this guy still hasn’t heard them.,0, 1                    
"This might actually be the most dangerous series of lies he’s told, which is saying A LOT",0, 1                    
World moves to reopen amid COVID-19 pandemic <url> via  <user>,0, 0                    
This shit is fucking ridiculous. This is the mentality of the oppressors! This needs to be seen and heard! #BlackLivesMatter  <url>,1, 1                    
<user> <user> <user> It was all horrific,0, 1                    
<user> <user> <user> <user> That’s a ridiculous statement.,0, 0 
Manger said she put one lady out talking about she probably already had #COVID19  Ppl are so selfish,0, 1                    
"<user> <user> no justice, no peace #BlackLivesMatter",0, 0                    
"Currently immigrants that have ITINs, pay taxes, and make sure our country works are not getting support from this administration because this admin is racist. Our economy would fail without immigrants and they should receive that support back during this pandemic!    #COVID19 <url>",1, 1                    
Hong Kong police mocked protesters supporting #BlackLivesMatter. they think the whole campaign is a joke.,0, 1                    
